track_id,track_name,artists,year,years_active
04S5441cZXHu55Xx2wvwIh,Literal Legend,Ayesha Nicole Smith,[2021],1
05EG9LwFCVjkoYEWzsrHHO,Legend,Tevvez,[2024],1
07KXEDMj78x68D884wgVEm,High Fashion (feat. Mustard),"Roddy Ricch, Mustard",[2020],1
0EKbMWOt2ZwdEcqgRpLHaC,Asshole,hooligan chase,[2019],1
0OFknyqxmSQ42SoKxWVTok,Un Poco Loco,"Anthony Gonzalez, Gael Garcia Bernal",[2019],1
0EqczV3o6fwksegAavIHpX,LOVELY BASTARDS,"ZWE1HVNDXR, yatashigang",[2024],1
0F7FA14euOIX8KcbEturGH,Old Town Road,Lil Nas X,[2019],1
0FzPlWZ3iwXnMZ43Pp65b6,SEQUÊNCIA ILUMINANTE (SPED UP),"Y1LIAS, RXPOSO99, DJ FLG",[2024],1
0L9UrfPQqW49ZU0sDNAs47,Levan Polkka,"Braaheim, Den BB",[2025],1
0MMyJUC3WNnFS1lit5pTjk,"jealousy, jealousy",Olivia Rodrigo,[2021],1
0MnTkIEP4zZN1IUSu8MvIz,Tek It - Sped Up,Cafuné,[2022],1
0ZQGrvQ40GfRfUplrTK7Qx,(I Just) Died In Your Arms,"Toby Rose, One Trick Pony, Filip Anthony",[2025],1
0cu0rhnlCnJ7JIeHRiLpj3,Ball If I Want To,DaBaby,[2021],1
18ddJHQ7CUzNBiy55L0Xjj,WFM,RealestK,[2021],1
10hMM5nsZQf66ldBlgWBfG,All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",[2022],1
0w5Bdu51Ka25Pf3hojsKHh,Hard Times,Paramore,[2020],1
0y60itmpH0aPKsFiGxmtnh,Wait a Minute!,WILLOW,[2019],1
0yNiaePZow0ycdrmLV0J7y,1985,Bo Burnham,[2022],1
0zO8ctW0UiuOefR87OeJOZ,Collard Greens,"ScHoolboy Q, Kendrick Lamar",[2021],1
1000nHvUdawXuUHgBod4Wv,Panini,Lil Nas X,[2019],1
10Cz9HJGb3NoUxJc5CBiVD,Marriage Story,"Max Wassen, Victoria Voss, French Fuse",[2025],1
11ZulcYY4lowvcQm4oe3VJ,Slumber Party (feat. Princess Nokia),"Ashnikko, Princess Nokia",[2021],1
0t7fVeEJxO2Xi4H2K5Svc9,Send My Love (To Your New Lover),Adele,[2021],1
127QTOFJsJQp5LbJbu3A1y,Toosie Slide,Drake,[2020],1
12MHGsecu33PA1aUpsV3W0,HYPNOTIC DATA - Slowed & Reverbed,"ODECORE, Odetari",[2024],1
13P5rwmk2EsoFRIz9UCeh9,Cool Kids,Echosmith,[2022],1
14msK75pk3pA33pzPVNtBF,7 rings,Ariana Grande,[2019],1
15HMh4yxdf4wyxSZSlOgGZ,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),"Amaarae, Kali Uchis, MOLIY",[2021],1
17phhZDn6oGtzMe56NuWvj,Lose Control,Teddy Swims,[2025],1
0tZkVZ9DeAa0MNK2gY5NtV,Baby I'm Yours,"Breakbot, Irfane",[2019],1
0skYUMpS0AcbpjcGsAbRGj,Pink Venom,BLACKPINK,[2022],1
0dqSkkJ03ZYWDot5wPR0fz,Hundred Miles (Sped Up Version),"YALL, Gabriela Richardson",[2023],1
0k2GOhqsrxDTAbFFSdNJjT,Temperature,Sean Paul,[2021],1
0ecC8p17cDNlxHXkuYqeR6,Surrender,Natalie Taylor,[2020],1
0efL46uAuNEfukXQYsbPlX,LMK,Lil Xxel,[2020],1
0fySG6A6qLE8IvDpayb5bM,VIBEZ,DaBaby,[2020],1
0h3Xy4V4apMraB5NuM8U7Z,Stumblin' In,CYRIL,[2025],1
0hSzixwdKTfDQewDKq2cP5,You Reposted in the Wrong Neighborhood I Glue70 Mashup,Shokk,[2019],1
0hkR93a0LriV2CQUhSXw3h,Lights Down Low (feat. Waka Flocka Flame),"Maejor, Waka Flocka Flame",[2021],1
0mO6oS60RST2sWmN2FKknP,One More Hour,Tame Impala,[2022],1
0sTlGEld0h8kIPZaKDYUf4,Notion,The Rare Occasions,[2022],1
0mflMxspEfB0VbI1kyLiAv,Stick Season,Noah Kahan,[2025],1
0mqwy4F15RZJEKcminUvrl,GOOD LOYAL THOTS - Instrumental,"ODECORE, Odetari",[2024],1
0nbXyq5TXYPCO7pr3N8S4I,The Box,Roddy Ricch,[2020],1
0nnxf8p851ZR49KFnGWVsB,Say Hey (I Love You),"Michael Franti & Spearhead, Cherine Tanya Anderson",[2019],1
0peDcDwrKV0LEeoQuSQVLG,Breath,"pluko, pronouncedyea",[2020],1
0sHFw13WH3LtSB3yP8UMYJ,Falling for U,"Peachy!, mxmtoon",[2019],1
1ujxjsoNvh4XgS2fUNwkZ2,Space Song,Beach House,[2022],1
1xFfbxmfenEpn4WawGWXiA,Walk Man,Tiny Meat Gang,[2019],1
1xK59OXxi2TAAAbmZK0kBL,Romantic Homicide,d4vd,[2022],1
3FhBQdBnnsxka6vGVcgCpX,Steppin',"Supa Dupa Humble, Mills Supreme",[2019],1
3BOQDjSv5ANlwvK97WDSyK,Kerosene - Slowed,fam0uz,[2024],1
3CTZlHDyGpbzNyRCsPbdMK,#Twenty,ITZY,[2021],1
3DICBZOMaEWbCxwUfPGcE5,Everywhereigo,Babyxsosa,[2021],1
3Dv1eDb0MEgF93GpLXlucZ,Say So,Doja Cat,[2020],1
3EaJDYHA0KnX88JvDhL9oa,Dark Red,Steve Lacy,[2022],1
3Fcfwhm8oRrBvBZ8KGhtea,Viva La Vida,Coldplay,[2025],1
3FjK86616FbluOfTxNK2gY,ANXIETY (feat. Doechii),"Sleepy Hallow, Doechii",[2025],1
3B9vJvi2Z6ws4wjNTQMYAc,Mia Khalifa,iLOVEFRiDAY,[2019],1
3GYlZ7tbxLOxe6ewMNVTkw,TV,Billie Eilish,[2022],1
3GZoWLVbmxcBys6g0DLFLf,Supalonely (feat. Gus Dapperton),"BENEE, Gus Dapperton",[2020],1
3HVJbdz0V402U5YggQK4Ao,Touch It,Busta Rhymes,[2021],1
3HVWdVOQ0ZA45FuZGSfvns,I Don't Care (with Justin Bieber),"Ed Sheeran, Justin Bieber",[2019],1
3JTMWdhcJPiegDSe7SvZS3,Cannibal,Kesha,[2020],1
3JTjLyrnevl9ASw3ayGO2P,GUY.exe,Superfruit,[2022],1
3BJe4B8zGnqEdQPMvfVjuS,Summertime Sadness,Lana Del Rey,[2022],1
3B228N0GxfUCwPyfNcJxps,Cupid – Twin Ver. (FIFTY FIFTY) – Sped Up Version,sped up 8282,[2023],1
3MjUtNVVq3C8Fn0MP3zhXa,...Baby One More Time,Britney Spears,[2020],1
360Wr96ywrCQq4kTAJ8Pq6,Pacify Her,Melanie Martinez,[2022],1
30l31DirTxcg4NaAY1BHlS,Fangs - Slowed Down,Dionnysuss,[2024],1
314fwpO5U3cwgNseLVhwdu,Jeanie,"The Kooks, lovelytheband",[2025],1
31OrB8LJQ7RThfDqymoph4,Wonderland,Deco Halo,[2025],1
31nfdEooLEq7dn3UMcIeB5,Vois sur ton chemin - Techno Mix,BENNETT,[2024],1
34XxxBJFWQ0K4NT8WKlTTm,Me Gustas Tu - Sped Up Version,spedup trends,[2023],1
35ISBknsCeZQtq66xABI9g,Messy,Lola Young,[2025],1
37l31PrCNsg8baUjarNAi9,I Can't Handle Change,Roar,[2022],1
3AaiEsiqHO2ylnnOdWninE,Flamingo,Kero Kero Bonito,[2019],1
37s8uwIjw72XfMseKJXNOO,Rockefeller Street (New Nightcore) [#Rockefellerstreet Remix],Getter Jaani,[2019],1
37y7iDayfwm3WXn5BiAoRk,Dark Red,Steve Lacy,[2021],1
39Yp9wwQiSRIDOvrVg7mbk,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",[2020],1
39iXVhjG4afMOcufmUP5A4,Sweet Little Buble Bee (Speed Up) - Remix,Music Factory,[2023],1
3A0ITFj6kbb9CggwtPe55f,Venom,Little Simz,[2021],1
3AEgic4yp82NxMWUjHtxnO,Uno,Ambjaay,[2019],1
3McAq7FX81QzdpueW2CT1F,under the surface,Alma Owren,[2025],1
3Nhfs2Cx7z2JWHetYkzSfO,My Heart Went Oops,Tiagz,[2020],1
1xzi1Jcr7mEi9K2RfzLOqS,CUFF IT,Beyoncé,[2022],1
3jjsRKEsF42ccXf8kWR3nu,Washing Machine Heart,Mitski,[2022],1
3ggtU1ZOKO8ZNiqPNyXGcm,Dinero,Trinidad Cardona,[2021],1
3h3pOvw6hjOvZxRUseB7h9,i wanna be your girlfriend,girl in red,[2020],1
3h5TiWTqGxjSjFrbruPFH9,Praise Jah In The Moonlight,YG Marley,[2025],1
3hWfKBt3n7j1xqIy6LA5ve,Astronomia,"Vicetone, Tony Igy",[2020],1
3hfvzrj13TtfKq8P3WG2Q1,CRYSTALS (Slowed),PR1SVX,[2024],1
3jRHehB5ulTMKfK5WaqDqc,What’s New,Megan Thee Stallion,[2021],1
3kDjamS2JmK2sa0ln4Q4Z3,SEQUÊNCIA MALÉFICA 1.0 - SPED UP,"RXPOSO99, Mc Delux",[2024],1
3fVIFpU3VdSEoR82DaYe79,Hey Julie! (feat. Lil Yachty),"KYLE, Lil Yachty",[2019],1
3koCCeSaVUyrRo3N2gHrd8,Let's Groove,"Earth, Wind & Fire",[2021],1
3nY8AqaMNNHHLYV4380ol0,Dick (feat. Doja Cat),"StarBoi3, Doja Cat",[2021],1
3pY4sdNgdUMc8y3qUJHc9I,dance! - sped up vers,"deyluvkirby, eddyoetty, фрози",[2023],1
3pbN3SGJott0Rgb5aE5kqc,Transgender,Crystal Castles,[2024],1
3pp3AjmdvmrGnQLJXqCHN7,Girl I Never Met,Carson Lueders,[2025],1
3qhlB30KknSejmIvZZLjOD,End of Beginning,Djo,[2025],1
3fVnlF4pGqWI9flVENcT28,Wildest Dreams,Taylor Swift,[2020],1
3fC7BKJN66Tyq44x6Try2R,Untitled #13 (Super Slowed),glwzbll,[2024],1
3QX8xjtd6J23ed0IYDPDhV,Verbatim - Slowed Down,Mother Mother,[2024],1
3Vr3zh0r7ALn8VLqCiRR10,Stargazing,Myles Smith,[2025],1
3QqYZWQLn0evKMIRlGJeeR,Bundles (feat. Taylor Girlz),"Kayla Nicole, Taylor Girlz",[2021],1
3QzAOrNlsabgbMwlZt7TAY,Ballin' (with Roddy Ricch),"Mustard, Roddy Ricch",[2020],1
3S7A85bAWOd6ltk6r2ANOI,U Are My High,DJ Snake,[2021],1
3U5JVgI2x4rDyHGObzJfNf,Unwritten,Natasha Bedingfield,[2025],1
3USxtqRwSYz57Ewm6wWRMp,Heat Waves,Glass Animals,[2021],1
3Vi5XqYrmQgOYBajMWSvCi,Need to Know,Doja Cat,[2021],1
3WOhcATHxK2SLNeP5W3v1v,Guess featuring billie eilish,"Charli xcx, Billie Eilish",[2025],1
3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,Travis Scott,[2020],1
3Wrjm47oTz2sjIgck11l5e,Beggin',Måneskin,[2021],1
3XVmIdROnDyRdw2ABP1zHq,Every Breath You Take,Thundatraxx,[2025],1
3YJJjQPAbDT7mGpX3WtQ9A,Good Days,SZA,[2021],1
3Z2E9oEpRJJYxLn2mm4M9f,THIS YEAR (Blessings) - Speed Up,"Victor Thompson, Ehis 'D' Greatest",[2023],1
3dUP9IxCW5koTdtis5amXd,All The Time,"TWOPILOTS, AALLAR, Snoop Dogg",[2025],1
3dXLhWGgGEigv2J5BANl0A,Black Betty,Braaheim,[2025],1
2zbjlcLi1VQWqDNYdhyx1l,So Anxious,Ginuwine,[2021],1
2zAi85TQB7mLzl8P1ySAj9,Lost Umbrella,稲葉曇,[2021],1
2xql0pid3EUwW38AsywxhV,Reflections,The Neighbourhood,[2022],1
2FvD20Z8aoWIePi7PoN8sG,TOES (feat. Lil Baby & Moneybagg Yo),"DaBaby, Lil Baby, Moneybagg Yo",[2020],1
2BH3j05ZXWr5PR30sW079d,Crystals,Isolate.exe,[2024],1
2BITQ360Knh6qNAOqR7Dyq,Miss The Rage (feat. Playboi Carti),"Trippie Redd, Playboi Carti",[2021],1
2CGNAOSuO1MEFCbBRgUzjd,luther (with sza),"Kendrick Lamar, SZA",[2025],1
2DFi8rwHcVkTTgu7PULhtI,My Type,Saint Motel,[2020],1
2FDTHlrBguDzQkp7PVj16Q,Sprinter,"Dave, Central Cee",[2025],1
2FQrifJ1N335Ljm3TjTVVf,A Bar Song (Tipsy),Shaboozey,[2025],1
2GxrNKugF82CnoRFbQfzPf,i like the way you kiss me,Artemas,[2025],1
26xgfuQnTaa5UQJhdQACz6,Forget,Pogo,[2022],1
2HYvkdq6lpFXkVz9Tfqi8r,Big Gangsta,Kevin Gates,[2021],1
2IGMVunIBsBLtEQyoI1Mu7,Paint The Town Red,Doja Cat,[2025],1
2IePEfMAtqWS6rLXXFZIgI,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)","Internet Money, Gunna, Don Toliver, Lil Uzi Vert",[2021],1
2K70ZV0Ls65Kkj0WUEfHlz,Kerosene,Crystal Castles,[2024],1
2LKOHdMsL0K9KwcPRlJK2v,After Dark,Mr.Kitty,[2021],1
2LPBUXKp9UvMUmVFVEbNdv,I Just Want A Roly Rollie Rolly,Lil Zay Poppin,[2023],1
27uj8wY486yzDkm45hue1e,#Twerkit,"Busta Rhymes, Nicki Minaj",[2021],1
26VSI78wkxL2TU7vTe5aox,Have a Heart,Cameron Sage From,[2025],1
2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,Travis Scott,[2020],1
23RoR84KodL5HWvUTneQ1w,(It Goes Like) Nanana - Edit,Peggy Gou,[2024],1
20JtELGPfOAMq7FpUt8eSM,Yellow Hearts,Ant Saunders,[2019],1
21kOVEG3bDCVphKhXL8XmQ,Walk,Comethazine,[2019],1
2262bWmqomIaJXwCRHr13j,Sailor Song,Gigi Perez,[2025],1
22TFAU0e7WHAQFGzwneu1e,World Cup,IShowSpeed,[2022],1
22UDw8rSfLbUsaAGTXQ4Z8,American Boy,"Estelle, Kanye West",[2019],1
23Hoh8MTYIWj9DpVPLuyXw,Sonne - Best Part,Six Dior,[2024],1
23UBSdCPcsloNVmQZ508Zv,Sigma Boy - Сигма Бой,"Betsy, Maria Iankovskaia",[2025],1
26OhjtaTamFocE08t83ml6,"Psycho, Pt. 2",Russ,[2020],1
23V08GxMeaZNSf8Gy6KF6t,"Spooky, Scary Skeletons",Andrew Gold,[2019],1
24BYTj1tb5ovZcnIbtdTYD,Test & Recognise - Flume Re-work,"Seekae, Flume",[2024],1
24JMlL2qFIsUsfHC9YdmWo,FOOL PROOF,Justin Wilder,[2025],1
24Yi9hE78yPEbZ4kxyoXAI,Roses - Imanbek Remix,"SAINt JHN, Imanbek",[2020],1
25oOaleife6E2MIKmFkPvg,Relationship (feat. Future),"Young Thug, Future",[2020],1
267nfLfaSSDa9ivHncHynh,Breathe,Olly Alexander (Years & Years),[2020],1
2OzhQlSqBEmt7hmkYxfT6m,Fortnight (feat. Post Malone),"Taylor Swift, Post Malone",[2025],1
2PUKF7oK4yIONZfu5XQ14t,Love Game - Slowed,Bread Beatz,[2024],1
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,The Neighbourhood,[2022],1
2qSkIjg1o9h3YT9RAgYN75,Espresso,Sabrina Carpenter,[2025],1
2lDw4i3XG4GQamBWpETHg6,Obsessed With You x All About Him (Tik Tok Mashup) - Remix,Green Neon DJ,[2023],1
2lZHCWCUkxLuQ5skJhkoyS,Shooting Stars,Bag Raiders,[2019],1
2mlGPkAx4kwF8Df0GlScsC,Buttercup,Jack Stauber,[2019],1
2nC3QhMI9reBIOWutbU3Tj,Moral of the Story,Ashe,[2020],1
2nKIgJjtaf2SMMkNBEMy59,Attention,Todrick Hall,[2020],1
2plbrEY59IikOBgBGLjaoe,Die With A Smile,"Lady Gaga, Bruno Mars",[2025],1
2rMAtCaTj16NptyVfEIeAC,Cash Shit (feat. DaBaby),"Megan Thee Stallion, DaBaby",[2019],1
2Rb6nYmuLEblpq4KIAjngL,Freak Show,"Punkinloveee, H3artcrush",[2024],1
2slLXFcITuhf0oSp2wVJLv,Opaul,Freddie Dredd,[2020],1
2tnVG71enUj33Ic2nFN6kZ,Ride It,Regard,[2019],1
2uqYupMHANxnwgeiXTZXzd,Austin (Boots Stop Workin'),Dasha,[2025],1
2vXKRlJBXyOcvZYTdNeckS,Lost in the Fire (feat. The Weeknd),"Gesaffelstein, The Weeknd",[2021],1
2w5aTimRJjWefNoXaoCpd4,Until I Found You (Sped Up) - Heaven When I Held You Again How Could We Ever Just Be Friends,Hiko,[2022],1
2xCGBWfzTe8l2kvHpgvB6M,prom dress,mxmtoon,[2019],1
2ksyzVfU0WJoBpu8otr4pz,METAMORPHOSIS,INTERWORLD,[2022],1
2kJwzbxV2ppxnQoYw4GLBZ,If the World Was Ending (feat. Julia Michaels),"JP Saxe, Julia Michaels",[2020],1
2i2gDpKKWjvnRTOZRhaPh2,Moonlight,Kali Uchis,[2024],1
2gam98EZKrF9XuOkU13ApN,Promiscuous,"Nelly Furtado, Timbaland",[2021],1
2ePtv8MlBO9nuuXABqAfEX,SugarCrash!,ElyOtto,[2021],1
2e4jB31WcGsxKL1ByqdZCq,Sippy Cup,Melanie Martinez,[2022],1
2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),"Metro Boomin, The Weeknd, 21 Savage",[2025],1
2c6I0LwlyTTM8Mj6ag0gd0,The Fallen,Caleb Bryant,[2024],1
2alc8VZAzDgdAsL2QMk3hu,Skechers,DripReport,[2020],1
2aEuA8PSqLa17Y4hKPj5rr,Cheri Cheri Lady,Modern Talking,[2024],1
2WgyOP8Z1D6GQYumCwH4Dk,Monster,Lady Gaga,[2020],1
2W4yABdLc4Jnds67Poi5Nl,Yellow Hearts,Ant Saunders,[2020],1
2VnMIUBC3Bj7SIcjCqfPx0,It's The Hard-Knock Life,"Quvenzhané Wallis, Zoe Margaret Colletti, Nicolette Pierini, Eden Duncan-Smith, Amanda Troya",[2019],1
2VDadIDCFgDqvVCvaDPtn9,Becky,Championxiii,[2019],1
2TwWtUP03Keytzaur7mifn,"Galactic Mermaid (From ""Carole & Tuesday"")","Kuraiinu, Lollia",[2019],1
2TeLIzFBe3hxkPR5FIQZut,Like I Can,Sam Smith,[2021],1
2Sh4sAOfnSHEVKFyysxzat,Can't Remember to Forget You (feat. Rihanna),"Shakira, Rihanna",[2021],1
7ytR5pFWmSjzHJIeQkgog4,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",[2020],1
